cruise_id,STNNBR,GEOTRC_SAMPNO,GEOTRC_EVENTNO,ISO_DateTime_UTC,CASTNO,PUMP_LAT,PUMP_LON,BTMDEPTH,DEPTH_MAX,sliters,Y_SPT_CONC_PUMP,Mo_SPT_CONC_PUMP,Ag_SPT_CONC_PUMP,Cd_SPT_CONC_PUMP,Ba_SPT_CONC_PUMP,Nd_SPT_CONC_PUMP,Pb_SPT_CONC_PUMP,Th_SPT_CONC_PUMP,Al_SPT_CONC_PUMP,P_SPT_CONC_PUMP,Sc_SPT_CONC_PUMP,Ti_SPT_CONC_PUMP,V_SPT_CONC_PUMP,Mn_SPT_CONC_PUMP,Fe_SPT_CONC_PUMP,Co_SPT_CONC_PUMP,Ni_SPT_CONC_PUMP,Cu_SPT_CONC_PUMP,Y_SPT_CONC_PUMP_QV_ODV,Mo_SPT_CONC_PUMP_QV_ODV,Ag_SPT_CONC_PUMP_QV_ODV,Cd_SPT_CONC_PUMP_QV_ODV,Ba_SPT_CONC_PUMP_QV_ODV,Nd_SPT_CONC_PUMP_QV_ODV,Pb_SPT_CONC_PUMP_QV_ODV,Th_SPT_CONC_PUMP_QV_ODV,Al_SPT_CONC_PUMP_QV_ODV,P_SPT_CONC_PUMP_QV_ODV,Sc_SPT_CONC_PUMP_QV_ODV,Ti_SPT_CONC_PUMP_QV_ODV,V_SPT_CONC_PUMP_QV_ODV,Mn_SPT_CONC_PUMP_QV_ODV,Fe_SPT_CONC_PUMP_QV_ODV,Co_SPT_CONC_PUMP_QV_ODV,Ni_SPT_CONC_PUMP_QV_ODV,Cu_SPT_CONC_PUMP_QV_ODV,Y_SPT_CONC_PUMP_STDEV,Mo_SPT_CONC_PUMP_STDEV,Ag_SPT_CONC_PUMP_STDEV,Cd_SPT_CONC_PUMP_STDEV,Ba_SPT_CONC_PUMP_STDEV,Nd_SPT_CONC_PUMP_STDEV,Pb_SPT_CONC_PUMP_STDEV,Th_SPT_CONC_PUMP_STDEV,Al_SPT_CONC_PUMP_STDEV,P_SPT_CONC_PUMP_STDEV,Sc_SPT_CONC_PUMP_STDEV,Ti_SPT_CONC_PUMP_STDEV,V_SPT_CONC_PUMP_STDEV,Mn_SPT_CONC_PUMP_STDEV,Fe_SPT_CONC_PUMP_STDEV,Co_SPT_CONC_PUMP_STDEV,Ni_SPT_CONC_PUMP_STDEV,Cu_SPT_CONC_PUMP_STDEV,qliters,Y_LPT_CONC_PUMP,Mo_LPT_CONC_PUMP,Ag_LPT_CONC_PUMP,Cd_LPT_CONC_PUMP,Ba_LPT_CONC_PUMP,Nd_LPT_CONC_PUMP,Pb_LPT_CONC_PUMP,Th_LPT_CONC_PUMP,Al_LPT_CONC_PUMP,P_LPT_CONC_PUMP,Sc_LPT_CONC_PUMP,Ti_LPT_CONC_PUMP,V_LPT_CONC_PUMP,Mn_LPT_CONC_PUMP,Fe_LPT_CONC_PUMP,Co_LPT_CONC_PUMP,Ni_LPT_CONC_PUMP,Cu_LPT_CONC_PUMP,Y_LPT_CONC_PUMP_QV_ODV,Mo_LPT_CONC_PUMP_QV_ODV,Ag_LPT_CONC_PUMP_QV_ODV,Cd_LPT_CONC_PUMP_QV_ODV,Ba_LPT_CONC_PUMP_QV_ODV,Nd_LPT_CONC_PUMP_QV_ODV,Pb_LPT_CONC_PUMP_QV_ODV,Th_LPT_CONC_PUMP_QV_ODV,Al_LPT_CONC_PUMP_QV_ODV,P_LPT_CONC_PUMP_QV_ODV,Sc_LPT_CONC_PUMP_QV_ODV,Ti_LPT_CONC_PUMP_QV_ODV,V_LPT_CONC_PUMP_QV_ODV,Mn_LPT_CONC_PUMP_QV_ODV,Fe_LPT_CONC_PUMP_QV_ODV,Co_LPT_CONC_PUMP_QV_ODV,Ni_LPT_CONC_PUMP_QV_ODV,Cu_LPT_CONC_PUMP_QV_ODV,Y_LPT_CONC_PUMP_STDEV,Mo_LPT_CONC_PUMP_STDEV,Ag_LPT_CONC_PUMP_STDEV,Cd_LPT_CONC_PUMP_STDEV,Ba_LPT_CONC_PUMP_STDEV,Nd_LPT_CONC_PUMP_STDEV,Pb_LPT_CONC_PUMP_STDEV,Th_LPT_CONC_PUMP_STDEV,Al_LPT_CONC_PUMP_STDEV,P_LPT_CONC_PUMP_STDEV,Sc_LPT_CONC_PUMP_STDEV,Ti_LPT_CONC_PUMP_STDEV,V_LPT_CONC_PUMP_STDEV,Mn_LPT_CONC_PUMP_STDEV,Fe_LPT_CONC_PUMP_STDEV,Co_LPT_CONC_PUMP_STDEV,Ni_LPT_CONC_PUMP_STDEV,Cu_LPT_CONC_PUMP_STDEV,POM_SPT_CONC_PUMP,POM_SPT_CONC_PUMP_STDEV,OPAL_SPT_CONC_PUMP,OPAL_SPT_CONC_PUMP_STDEV,CaCO3_SPT_CONC_PUMP,CaCO3_SPT_CONC_PUMP_STDEV,LITHO_SPT_CONC_PUMP,LITHO_SPT_CONC_PUMP_STDEV,FeOH3_SPT_CONC_PUMP,FeOH3_SPT_CONC_PUMP_STDEV,MnO2_SPT_CONC_PUMP,MnO2_SPT_CONC_PUMP_STDEV,POM_LPT_CONC_PUMP,POM_LPT_CONC_PUMP_STDEV,OPAL_LPT_CONC_PUMP,OPAL_LPT_CONC_PUMP_STDEV,CaCO3_LPT_CONC_PUMP,CaCO3_LPT_CONC_PUMP_STDEV,LITHO_LPT_CONC_PUMP,LITHO_LPT_CONC_PUMP_STDEV,FeOH3_LPT_CONC_PUMP,FeOH3_LPT_CONC_PUMP_STDEV,MnO2_LPT_CONC_PUMP,MnO2_LPT_CONC_PUMP_STDEV,SPM_SPT_CONC_PUMP,SPM_SPT_CONC_PUMP_STDEV,SPM_LPT_CONC_PUMP,SPM_LPT_CONC_PUMP_STDEV,POM_SPT_CONC_PUMP_QV_ODV,OPAL_SPT_CONC_PUMP_QV_ODV,CaCO3_SPT_CONC_PUMP_QV_ODV,LITHO_SPT_CONC_PUMP_QV_ODV,FeOH3_SPT_CONC_PUMP_QV_ODV,MnO2_SPT_CONC_PUMP_QV_ODV,SPM_SPT_CONC_PUMP_QV_ODV,POM_LPT_CONC_PUMP_QV_ODV,OPAL_LPT_CONC_PUMP_QV_ODV,CaCO3_LPT_CONC_PUMP_QV_ODV,LITHO_LPT_CONC_PUMP_QV_ODV,FeOH3_LPT_CONC_PUMP_QV_ODV,MnO2_LPT_CONC_PUMP_QV_ODV,SPM_LPT_CONC_PUMP_QV_ODV,PIC_SPT_PUMP_CONC,PIC_LPT_PUMP_CONC,PIC_SPT_PUMP_CONC_STDEV,PIC_LPT_PUMP_CONC_STDEV,bSi_SPT_PUMP_CONC,bSi_LPT_PUMP_CONC,bSi_SPT_PUMP_CONC_STDEV,bSi_LPT_PUMP_CONC_STDEV,POC_LPT_PUMP_CONC,POC_LPT_PUMP_CONC_QV_ODV,PN_LPT_PUMP_CONC,PN_LPT_PUMP_CONC_QV_ODV,POC_SPT_PUMP_CONC,POC_SPT_PUMP_CONC_QV_ODV,PN_SPT_PUMP_CONC,PN_SPT_PUMP_CONC_QV_ODV,d13C_LPT_PUMP_CONC_raw,d13C_LPT_PUMP_CONC_QV_ODV,d15N_LPT_PUMP_CONC_raw,d15N_LPT_PUMP_CONC_QV_ODV,d13C_LPT_PUMP_CONC_dbcorr,d13C_LPT_PUMP_CONC_dbcorr_QV_ODV,d15N_LPT_PUMP_CONC_dbcorr,d15N_LPT_PUMP_CONC_dbcorr_QV_ODV,POC_LPT_PUMP_CONC_STDEV,POC_SPT_PUMP_CONC_STDEV,PN_LPT_PUMP_CONC_STDEV,PN_SPT_PUMP_CONC_STDEV,PIC_SPT_PUMP_CONC_QV_ODV,PIC_LPT_PUMP_CONC_QV_ODV
TN303,4,2380,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,675,9.4,6.627215278,0.122018359,1.851145451,17.77749634,181.2882008,1.342542835,1.095966603,0.298495306,28290.52015,42508.6592,3.052497591,1138.631174,53.29418069,112.1548884,7115.370533,1.721965707,86.66061154,127.5816037,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,41.4,12.52561689,4.172893356,1.124081527,5.007719873,195.544797,9.488955089,2.703430545,1.612046988,105966.0007,7898.388725,10.1307023,3030.509478,86.9531145,256.0900964,16978.77279,7.711800186,46.80057977,42.72873061,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1.103678985,2.27898909,5.565333633,0.95672756,10.73570908,0.366555391,0.717179586,0.023909328,405.9161248,210.2681816,0.090380814,89.3449703,1.68766214,64.01684833,379.8877503,0.645784482,32.07781565,27.96228958,14.975328,11.868816,4.376064,1.687392,6.6633264,6.6633264,9.500547812,nd,0.123724669,nd,0.000723762,nd,13.605936,0.59784,6.035232,1.284192,2.7401904,2.7401904,35.58559725,0.136315117,0,0.041625513,0,0.00556457,35.63971464,nd,57.96695565,3.088864557,4,0,0,8,8,8,8,8,0,0,8,8,8,8,0.066576087,0.027375201,0.058232689,0.00791868,65.11855276,89.81426975,25.10638298,19.10628019,0.603060949,8,0.063441109,8,0.663763587,4,0.525285326,8,-22.6551,1,0.8514,4,-22.40859928,1,0.484100804,4,0.02649718,0.526121422,0.00680511,0.147304183,0,0
TN303,4,2381,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,500,501.4,1.088538216,1.755559917,0.44864167,1.199387753,185.8450739,0.177502259,0.367449789,0.033540977,2503.221787,3220.054898,0.42560419,72.86918478,10.81563831,7.033299887,1355.129082,0.392654189,18.38368437,28.07367336,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.419726,0.285297,0.115281,0.147077,142.834844,0.0161,0.438541,0.0131,174.809391,473.876253,0.0929,15.686522,0.909202,0.70234,77.42458,0.0508,3.191122,4.429133,1152.3,0.485000118,0.549677338,0.127330856,0.661136748,71.52278593,0.164569589,0.27400861,0.054334799,2686.490008,1184.132336,0.41027254,67.69756533,42.31647847,6.737106062,1082.482006,0.426928823,10.27941129,7.176479363,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039653137,0.081879848,0.199952107,0.034373445,0.385714099,0.013169655,0.025766931,0.000859018,14.58381287,7.554545446,0.003247215,3.209998933,0.060634568,2.300006527,13.64866169,0.023201838,1.152496371,1.004633159,5.949072,0.426384,2.071104,0.063168,1.436148,1.436148,0.840634182,0.058704646,0.088507916,0.009164703,0,8.09E-05,1.813824,0.02256,3.55824,0.046368,0.3632904,0.3632904,0.90217948,0.004897549,0.055236001,0.001495527,0,0.000199925,10.3854661,1.500641783,6.692769881,0.367239713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014351731,0.003633313,0.002092192,0.000284503,30.81574322,52.95181238,0.94136418,0.686453181,0.080371618,0,0.009536512,0,0.263713063,0,0.026909496,0,-19.2715,8,7.7368,1,-18.88558321,8,8.051729682,1,0.000993512,0.018902566,0.000255158,0.005292366,0,0
TN303,4,2382,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,300,439.4,1.126123656,2.504230604,0.5067227,2.639246632,211.0179376,0.289503982,0.540883209,0.054100966,4135.078021,6432.102077,0.375991473,111.550276,31.83482455,30.01169932,1933.668128,0.910555579,36.44540893,66.28780495,0,0,0,0,4,0,0,4,4,4,4,4,0,4,0,0,0,0,0.150148,0.635375,0.16068,1.387155,86.806518,0.164955,0.103502,0.0503,4486.496074,2993.413824,0.0476,91.789585,8.531907,43.278202,641.391337,0.129511,4.489743,28.064299,1058.1,0.460556081,0.511365241,0.144103766,0.804817039,61.38831434,0.107439738,0.20485255,0.024678533,1351.701038,1210.12342,0.271133034,37.0738198,22.32432049,4.18166358,791.455834,0.482494741,15.91405375,9.389532886,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.043183357,0.089169406,0.217753343,0.037433627,0.420053261,0.014342116,0.028060897,0.000935494,15.8821733,8.227107757,0.003536306,3.49577712,0.066032712,2.504770363,14.86376794,0.025267439,1.255100244,1.094073139,15.936384,0.464736,4.09584,0.071904,3.7540008,3.7540008,1.388645604,1.506659129,0.113615532,0.122078482,0.001289245,0.004000779,2.671104,0.024816,6.289248,0.0504,0.9777816,0.9777816,0.453929453,0.005333566,0.054175594,0.00162867,0,0.000217723,25.28977518,4.074628499,10.44623865,0.979521145,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0.037510632,0.009765933,0.002278455,0.000309832,60.95466115,93.58628322,1.07419208,0.747566393,0.118436533,0,0.01419738,0,0.706372094,0,0.091301921,0,-21.7529,1,6.4786,1,-21.63383522,1,6.663047516,1,0.001133698,0.020585414,0.000291161,0.005763532,0,0
TN303,4,2383,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,200,461.4,0.847100194,2.446598503,1.716118047,3.906709783,143.6972943,0.15968103,3.586337014,0.017018443,1134.81135,6171.539424,0.262304957,56.69930694,29.41345277,8.752586462,1380.261921,0.889795189,45.99350842,87.88534774,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0.0746,0.404274,0.398377,0.28521,68.662639,0.0152,0.414896,0.0196,89.235746,677.678815,0.0348,8.984473,2.468088,1.044838,85.520685,0.0748,3.104133,4.597166,1096.6,0.422064199,0.49725978,0.119954785,1.016197925,48.3083118,0.090891625,0.181163663,0.017671671,997.7455632,1349.495471,0.228906217,25.00099293,21.65656846,4.183360975,658.5840873,0.566577758,16.62294392,8.979751402,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.041667253,0.0860388,0.210108346,0.036119388,0.405305814,0.013838586,0.02707572,0.00090265,15.32457374,7.938266203,0.003412152,3.373045569,0.063714401,2.416831589,14.34192309,0.024380337,1.211035535,1.055661854,15.243792,0.448944,4.452672,0.068544,4.1593248,4.1593248,0.381093364,0.029967228,0.122001833,0.009360294,0.000398682,9.48E-05,3.5532,0.024816,5.828928,0.048384,0.8797032,0.8797032,0.335063809,0.005146312,0.047940253,0.00157149,4.53E-05,0.00021008,24.35928268,4.184174017,10.64488059,0.881517781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041555718,0.008790808,0.002198462,0.000298954,66.26490989,86.7396829,1.022973559,0.721320445,0.157491629,0,0.016123119,0,0.675741211,0,0.085985147,0,-20.1993,1,5.569,1,-20.03342272,1,5.689152339,1,0.001079642,0.019862691,0.000277278,0.005561183,0,0
TN303,4,2384,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,110,576.1,1.624196781,5.180584502,0.771268423,5.952387884,113.2540229,0.379818103,1.241775931,0.075746078,2779.242245,10751.40765,0.587901124,78.7716243,54.48511397,11.94185125,5581.732578,1.623586579,59.07197018,61.53513751,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122631,0.805756,0.180873,0.629214,41.274039,0.0338,0.145378,0.0186,193.242785,1728.439387,0.068,10.789646,4.80292,0.75913,301.241868,0.122468,5.876711,9.013011,775.2,0.66999016,0.86554317,0.07914507,1.149742989,49.33533092,0.154798426,0.373125746,0.037806542,1573.472661,1789.755726,0.318609282,37.52626018,22.90654818,6.177815821,2292.365356,0.671609382,21.10406828,11.45545741,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.058942608,0.121710718,0.29721983,0.051094583,0.573346692,0.019576101,0.038301387,0.001276891,21.67818314,11.22949267,0.004826839,4.771519312,0.090130563,3.418856451,20.28812289,0.03448849,1.713134117,1.493342091,26.3952,0.633936,9.338784,0.055104,10.0700496,10.0700496,0.93332762,0.064894965,0.534117743,0.032495297,0.000151383,8.84E-05,5.845296,0.020304,11.42736,0.068544,2.366892,2.366892,0.528404998,0.007279987,0.209630046,0.002223034,3.50E-05,0.000297179,47.27163035,10.09039969,20.37761808,2.368046324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100621614,0.023649811,0.00310995,0.000422902,138.971122,170.0515591,0.819302204,1.020381837,0.259091036,0,0.028383899,0,1.170019592,0,0.130452545,0,-20.5585,1,7.9638,1,-20.48681773,1,8.059810398,1,0.000864688,0.028097816,0.000222073,0.007866864,0,0
TN303,4,2385,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,65,484.2,1.402497674,5.497534288,0.631597509,10.11745995,86.53400314,0.239480872,0.391193227,0.038062098,1540.593732,14258.43556,0.417295603,52.13759825,61.76028007,11.58898085,2635.966168,2.416038244,66.36227306,87.2873886,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.111006,0.861856,0.166207,0.734154,6.786713,0.0219,0.0824,0.0196,125.068457,1563.703105,0.0495,8.351668,5.178092,1.033557,147.495574,0.183153,4.285002,4.42696,1031.1,2.462937695,0.944246921,0.095076566,2.06735888,49.47902565,0.086505281,0.217321421,0.030495316,862.1485295,2293.952754,0.384550435,23.64087998,21.33302928,8.052904003,974.2197765,1.060972547,21.47153074,10.98653164,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04431414,0.091504363,0.223455351,0.03841385,0.43105262,0.014717674,0.028795689,0.00095999,16.29805796,8.442539732,0.003628907,3.587316236,0.06776182,2.570359345,15.25298503,0.025929083,1.287965831,1.12272213,29.224224,0.476016,9.836064,0.065184,3.72798,3.72798,0.517363567,0.042000601,0.247101181,0.016016713,0.000515752,9.75E-05,5.202336,0.02256,7.224672,0.051744,0.895716,0.895716,0.289527491,0.005473228,0.084734424,0.001671318,0.000424838,0.000223425,43.5532485,3.75909473,13.69741075,0.897635629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037245418,0.008948372,0.002338118,0.000317945,146.3664242,107.5088975,0.9748038,0.767141887,0.230557079,0,0.027959314,0,1.295418788,0,0.165385692,0,-20.6218,1,6.8879,1,-20.5280952,1,6.981430111,1,0.001028804,0.021124456,0.000264222,0.005914454,0,0
TN303,4,2386,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,48,372.1,1.1738636,16.80964318,0.255865119,19.19738818,246.4388766,0.20594184,0.281270972,0.011055859,762.4976518,19666.6045,0.181345929,34.73805338,24.14009845,13.22598206,1114.55173,3.136403694,28.54860368,34.98700888,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.10035,2.60889,0.135094,1.392316,29.203793,0.0196,0.106151,0.0244,90.46703,2156.748173,0.0343,7.623949,2.028265,1.321534,79.745866,0.23778,2.319483,2.87971,910.5,0.482607209,1.982995703,0.051602161,7.267349909,28.94050709,0.086071935,0.093664681,0.016046206,596.9548601,6602.958818,0.164359346,18.90753193,13.17271031,8.228701499,871.0964523,1.394356758,26.68993571,10.53962339,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050183756,0.103624545,0.253053061,0.043501945,0.488147563,0.016667099,0.032609813,0.001087146,18.45681226,9.560793759,0.004109572,4.062473114,0.076737191,2.910815509,17.27331451,0.029363512,1.458562952,1.271431948,42.516576,0.539184,4.740288,0.085344,1.2419928,1.2419928,0.256062644,0.030380719,0.101979364,0.008764754,0.00090616,0.000118092,9.010464,0.029328,8.20512,0.058464,0.8196552,0.8196552,0.200469916,0.006198183,0.079680882,0.001892692,0.000524692,0.000253018,48.85780497,1.357080322,18.31591469,0.822440172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01241145,0.008185978,0.002647813,0.000360059,70.54337591,122.0999974,1.268476216,0.868753432,0.399449622,0,0.072067359,0,1.884633237,0,0.302506384,0,-20.5251,1,10.1589,1,-20.45226806,1,10.2405556,1,0.001338745,0.02392249,0.000343822,0.006697851,0,0
TN303,4,2387,4056,2013-11-02T16:20:00,3,-12.04483333,-77.81816667,758,20,302,0.278590688,2.749154686,0.273738034,34.40011604,49.44517554,0.063849627,0.836148707,0.003336563,493.580421,24826.8844,0.059058989,33.15309232,7.775481611,126.4978202,432.6089083,4.054723309,46.05864458,35.23771821,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0644,0.477165,0.1684,2.494321,4.01255,0.0152,0.127349,0.0295,114.525074,2722.623154,0.0241,8.677372,0.673791,4.620958,71.180174,0.30694,3.636057,3.5303,866.5,0.596363983,10.09232671,0.052857608,27.46502484,34.79346975,0.088756298,0.276244436,0.013563558,663.0346023,29416.02777,0.103820329,27.8127573,5.318322686,28.28804227,499.3418919,1.248585374,18.48548834,8.001552949,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052732037,0.108886495,0.265902842,0.04571093,0.512935206,0.017513437,0.034265707,0.00114235,19.39403066,10.04628127,0.004318252,4.26876142,0.080633829,3.058623798,18.15043608,0.030854562,1.532627314,1.335993986,39.992112,0.566256,4.560192,0.104832,1.2419928,1.2419928,0.165754619,0.038459913,0.035133847,0.008034118,0.010835246,0.000403069,13.551792,0.036096,2.577792,0.061152,2.0176128,2.0176128,0.222660874,0.006512921,0.038452657,0.001988801,0.002246774,0.000265866,46.00602051,1.369718402,18.41055711,2.01893936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012405511,0.020157723,0.002782266,0.000378342,67.8561497,38.35828152,1.562913907,0.912867859,0.600663756,0,0.100489901,0,1.772683857,0,0.304889282,0,-20.954,1,5.3707,1,-20.90323761,1,5.398308204,1,0.001649493,0.02513725,0.000423629,0.007037961,0,0
TN303,5,2439,4065,2013-11-03T12:41:00,3,-12.04483333,-78.16683333,2072,2040,371.2,4.017994875,1.708964511,1.5016347,0.735845331,182.6311495,1.564592241,2.144641443,0.399230004,27772.46918,2717.058966,3.362908903,807.229221,37.54914348,92.27018071,6421.048319,1.570219365,40.51588958,72.26671915,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302843,0.31746,0.357344,0.0678,14.277882,0.1389,0.255209,0.0871,1918.284432,301.494145,0.387544,107.451274,3.150588,3.41532,349.552233,0.124751,2.930894,4.104104,1057.6,0.008315004,-0.035914125,0.038175661,0.043716783,0.846539902,0.00118345,0.003852398,-0.000163717,40.2273313,29.15394703,0.006524559,21.72727161,0.273047794,0.722628899,28.29540093,0.031720035,0.531710657,0.499800618,4,4,4,4,4,4,4,4,0,0,4,0,0,4,4,4,4,4,0.043203773,0.089211562,0.21785629,0.037451325,0.420251849,0.014348897,0.028074163,0.000935936,15.88968189,8.230997275,0.003537978,3.497429813,0.06606393,2.50595454,14.87079507,0.025279385,1.255693616,1.094590383,7.011648,0.464736,7.957824,0.085344,2.9513592,2.9513592,9.326575471,0.644199996,0.061164579,0.057108542,0,0.000654595,5.044416,0.029328,8.186304,0.0504,0.6575256,0.6575256,0.013509178,0.005336087,0.002119135,0.00162944,5.00E-05,0.000217826,27.30857125,3.058217437,13.90392388,0.660294754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029492778,0.006568331,0.002279532,0.000309979,118.417452,121.8180433,1.271551724,0.747919818,0.223584018,0,0.021885968,0,0.31075572,0,0.039248416,0,-23.3546,8,6.2398,1,-23.35270338,8,6.373135133,1,0.001341991,0.020595146,0.000344655,0.005766257,0,0
TN303,5,2440,4065,2013-11-03T12:41:00,3,-12.04483333,-78.16683333,2072,1800,455.1,2.325104309,0.501046556,0.981814816,0.701042471,141.2021425,0.952510974,1.982833512,0.254311566,16906.46094,1881.160921,2.08523821,783.3374908,24.08794288,67.90403382,4036.710653,1.035003235,28.28957373,51.30440572,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177555,0.170092,0.239798,0.0612,15.995114,0.0846,0.234079,0.0567,1168.109112,209.697548,0.240446,104.221978,2.022328,2.638463,221.45101,0.0848,2.141352,3.419776,1178.2,0.73481567,0.423030473,0.056468082,0.229821566,37.27883763,0.033157513,0.069761123,0.008465567,386.9481414,352.7923775,0.103553068,120.6352115,4.218777673,4.108998061,224.5863361,0.141891412,6.360006748,3.008642567,0,0,4,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0.038781455,0.080079909,0.195556622,0.033617825,0.377235067,0.01288015,0.025200505,0.000840134,14.2632215,7.38847625,0.003175832,3.139434536,0.059301657,2.249446207,13.34862745,0.022691799,1.127161405,0.982548624,5.182032,0.41736,4.353216,0.069888,1.9825848,1.9825848,5.677542853,0.392275448,0.050906847,0.035383482,0.000509001,0.000422841,1.94016,0.024816,4.482912,0.045024,0.7335864,0.7335864,0.129945271,0.004789888,0.015296862,0.001462652,0.000233665,0.00019553,17.2467915,2.065253265,7.302134198,0.735535596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019806697,0.00733322,0.0020462,0.000278249,64.78205218,66.70766811,1.037134696,0.671363096,0.086003854,0,0.009770207,0,0.22972649,0,0.026668859,0,-21.0738,1,4.9527,1,-20.85007585,1,5.114591772,1,0.001094588,0.018487037,0.000281116,0.005176025,0,0
TN303,5,2441,4065,2013-11-03T12:41:00,3,-12.04483333,-78.16683333,2072,1200,197.45,1.611899537,0.991590651,1.37409025,1.043585318,77.01138763,0.383029911,4.303503248,0.097991735,7251.176199,1721.372351,0.900669822,192.0736298,13.57376116,42.43559226,1999.005548,0.580066711,34.17518893,69.0533374,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0.128612,0.225268,0.327858,0.0853,8.050431,0.0346,0.497637,0.0294,503.137755,193.710278,0.104738,26.158531,1.145284,1.872485,118.428835,0.0661,2.54884,4.643692,1045.5,0.422982949,0.718519785,0.081199798,0.610635485,82.80091632,0.102972723,1.087679972,0.029071029,1336.360901,1059.097264,0.241488091,66.069091,13.11482648,5.269633083,1326.516819,0.481521526,24.10836995,8.898760673,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.043703788,0.090244044,0.22037763,0.037884764,0.425115596,0.014514962,0.028399077,0.000946768,16.07357969,8.32625798,0.003578925,3.537907002,0.066828515,2.534956979,15.04290087,0.025571954,1.270226272,1.107258526,4.090128,0.469248,3.40032,0.08064,1.2750192,1.2750192,2.435096485,0.168964171,0.050446948,0.016987713,0.001375086,0.000223373,1.373904,0.029328,2.872128,0.051072,0.4123296,0.4123296,0.448777915,0.005397844,0.111718968,0.001648299,3.17E-05,0.000220347,11.25238572,1.371652763,5.218890217,0.416816963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012742109,0.004119241,0.002305914,0.000313566,50.59555483,42.74315231,1.195239301,0.756575801,0.060901821,0,0.006116847,0,0.181324605,0,0.024781205,0,-20.4852,1,4.9275,1,-20.02882724,1,5.222557635,1,0.001261451,0.020833503,0.000323971,0.005832992,0,0
