cruise_id,STNNBR,CASTNO,ISO_DATETIME_UTC_START_EVENT,GEOTRC_SAMPNO,depth_GEOTRC_CTD,BTLNBR,Lab,Al_TP_CONC_BOTTLE,Ba_TP_CONC_BOTTLE,Cd_TP_CONC_BOTTLE,Ce_TP_CONC_BOTTLE,Co_TP_CONC_BOTTLE,Cr_TP_CONC_BOTTLE,Cu_TP_CONC_BOTTLE,Fe_TP_CONC_BOTTLE,La_TP_CONC_BOTTLE,Mn_TP_CONC_BOTTLE,Nd_TP_CONC_BOTTLE,Ni_TP_CONC_BOTTLE,P_TP_CONC_BOTTLE,Pb_TP_CONC_BOTTLE,Sc_TP_CONC_BOTTLE,Th_TP_CONC_BOTTLE,Ti_TP_CONC_BOTTLE,V_TP_CONC_BOTTLE,Y_TP_CONC_BOTTLE,Zn_TP_CONC_BOTTLE,Al_TP_err,Ba_TP_err,Cd_TP_err,Ce_TP_err,Co_TP_err,Cr_TP_err,Cu_TP_err,Fe_TP_err,La_TP_err,Mn_TP_err,Nd_TP_err,Ni_TP_err,P_TP_err,Pb_TP_err,Sc_TP_err,Th_TP_err,Ti_TP_err,V_TP_err,Y_TP_err,Zn_TP_err,Al_TP_qc,Ba_TP_qc,Cd_TP_qc,Ce_TP_qc,Co_TP_qc,Cr_TP_qc,Cu_TP_qc,Fe_TP_qc,La_TP_qc,Mn_TP_qc,Nd_TP_qc,Ni_TP_qc,P_TP_qc,Pb_TP_qc,Sc_TP_qc,Th_TP_qc,Ti_TP_qc,V_TP_qc,Y_TP_qc,Zn_TP_qc,Al_TPL_CONC_BOTTLE,Ba_TPL_CONC_BOTTLE,Cd_TPL_CONC_BOTTLE,Co_TPL_CONC_BOTTLE,Cu_TPL_CONC_BOTTLE,Fe_TPL_CONC_BOTTLE,La_TPL_CONC_BOTTLE,Mn_TPL_CONC_BOTTLE,Ni_TPL_CONC_BOTTLE,P_TPL_CONC_BOTTLE,Pb_TPL_CONC_BOTTLE,Th_TPL_CONC_BOTTLE,Ti_TPL_CONC_BOTTLE,V_TPL_CONC_BOTTLE,Y_TPL_CONC_BOTTLE,Zn_TPL_CONC_BOTTLE,Al_TPL_err,Ba_TPL_err,Cd_TPL_err,Co_TPL_err,Cu_TPL_err,Fe_TPL_err,La_TPL_err,Mn_TPL_err,Ni_TPL_err,P_TPL_err,Pb_TPL_err,Th_TPL_err,Ti_TPL_err,V_TPL_err,Y_TPL_err,Zn_TPL_err,Al_TPL_qc,Ba_TPL_qc,Cd_TPL_qc,Co_TPL_qc,Cu_TPL_qc,Fe_TPL_qc,La_TPL_qc,Mn_TPL_qc,Ni_TPL_qc,P_TPL_qc,Pb_TPL_qc,Th_TPL_qc,Ti_TPL_qc,V_TPL_qc,Y_TPL_qc,Zn_TPL_qc,BTLNBR_FLAG_W,BTL_ISO_DATETIME_UTC,BTL_LAT,BTL_LON
TN303,1,5,2013-10-29T14:53:00.00Z,2127,20,GF-36,1,866.7619,56.9121,63.8668,nd,12.1281,nd,58.2591,375.3135,0.6611,110.0106,nd,44.1651,83346.2892,0.787991,nd,0.031942,36.1044,18.7765,0.8163,148.6908,298.5481,4.0307,2.3367,nd,0.7446,nd,8.7165,50.2427,0.1007,5.7525,nd,4.7813,3547.26,0.0836,nd,0.007,9.2104,1.6623,0.1024,19.0642,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,22.9534,67.9225,10.1892,26.7753,108.8913,0.2766,126.6868,44.1361,72977.4878,0.8307,nd,nd,13.3232,0.291,54.0702,nd,1.7178,2.6336,1.1162,10.8059,35.5226,0.0283,5.7301,8.7272,2864.1877,0.1453,nd,nd,0.8931,0.0493,19.1125,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:42:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2125,30,GF-30,1,1432.7934,69.9837,67.1652,nd,11.4058,nd,50.3497,499.0428,0.8141,200.1039,nd,54.448,123404.6901,0.875205,nd,0.025783,27.9067,22.8332,0.6118,39.628,313.2768,4.3224,2.4276,nd,0.84,nd,8.757,52.8135,0.1044,10.096,nd,6.3625,5064.5525,0.0624,nd,0.0051,5.5637,2.0189,0.1004,10.0727,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,44.2706,101.2322,16.7217,39.46,144.2009,0.4267,315.5495,65.9143,139609.3342,1.1541,nd,nd,21.3675,0.4406,90.5453,nd,2.7855,3.772,1.241,16.0633,52.4427,0.0312,11.042,11.7928,5432.8195,0.2189,nd,nd,2.5448,0.085,29.647,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:40:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2123,45,GF-28,1,4050.4344,89.9093,37.762,nd,7.5627,nd,58.2344,1540.8006,1.1388,419.1021,nd,65.5096,38847.1862,2.417397,nd,0.030747,133.0053,25.5107,0.7627,72.3337,273.1947,3.606,1.412,nd,0.6985,nd,5.8269,62.6225,0.0681,20.6979,nd,5.0771,2025.289,0.1047,nd,0.0057,11.9156,1.8081,0.0678,6.0948,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,22.9621,34.7436,5.4667,17.3779,72.3094,0.2368,365.016,36.5776,26009.8539,1.008,nd,nd,12.849,0.1303,42.7454,nd,1.1933,1.4869,0.5388,6.2159,20.0764,0.013,11.5956,4.7878,1123.8841,0.0917,nd,nd,0.853,0.0299,12.6239,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:38:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2121,65,GF-26,1,910.9783,127.9084,31.0659,nd,6.0668,nd,38.924,826.7,0.7469,320.5708,nd,46.9499,27090.1536,1.018977,nd,0.014216,44.6485,13.6748,0.4114,47.326,132.8849,4.464,1.1736,nd,0.7054,nd,3.983,35.6188,0.0478,15.72,nd,4.2101,1240.9985,0.0481,nd,0.0029,3.7567,1.2843,0.0448,4.3824,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,40.0785,30.2418,4.5785,16.1597,76.45,0.1483,313.304,30.9995,16190.8397,0.9467,nd,nd,9.6034,0.09,42.1525,nd,1.3882,1.1095,0.2785,4.3725,15.6149,0.0118,11.5586,4.413,642.626,0.0695,nd,nd,0.4998,0.0252,8.3706,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:35:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2119,80,GF-24,1,907.8043,1806.3939,35.0205,nd,7.6363,nd,83.2992,1397.9022,1.3426,30.7381,nd,46.1843,40669.7791,0.861088,nd,0.026963,46.0376,38.7717,3.9054,162.4657,165.9456,56.4473,1.2599,nd,0.4802,nd,5.6881,57.4187,0.0796,3.1366,nd,4.6814,1895.5651,0.05,nd,0.002,7.251,3.7534,0.1367,9.2165,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,358.519,34.2898,6.368,45.7317,618.4468,0.3848,24.4562,26.8139,27674.397,0.7367,nd,nd,39.7499,1.0164,138.253,nd,10.891,1.5095,0.5013,5.6791,29.1728,0.0256,1.8988,4.4757,1004.7005,0.0797,nd,nd,2.0856,0.0421,18.6953,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:33:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2117,130,GF-18,1,1726.6465,541.1583,9.2704,nd,3.768,nd,125.1801,1346.8458,1.2939,21.59,nd,93.2829,20277.4219,0.782942,nd,0.031859,54.0532,59.6926,1.7217,62.1369,145.2575,16.9992,0.406,nd,0.2959,nd,5.8939,55.6916,0.0653,2.06,nd,5.5691,918.7954,0.0527,nd,0.0036,4.5307,4.4588,0.0736,4.5,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,93.4258,8.3677,2.7821,43.6759,583.4132,0.609,16.4021,58.921,11899.152,0.6135,nd,nd,41.3554,0.6109,32.2466,nd,2.9627,0.3565,0.4205,5.2617,26.0874,0.0213,1.1703,5.8942,593.1297,0.0657,nd,nd,1.9933,0.0314,8.708,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:29:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2115,180,GF-16,1,2957.8584,306.6344,5.9571,nd,2.1814,nd,104.2231,3681.8838,1.0738,18.0062,nd,91.246,13733.8328,2.591318,nd,0.073367,81.7847,45.3251,2.096,81.2181,146.3206,9.9126,0.2872,nd,0.2095,nd,4.4726,123.5283,0.0459,1.5485,nd,4.9384,671.8398,0.1122,nd,0.0041,7.1938,3.714,0.0726,3.8757,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,70.4513,7.0481,1.7771,39.1428,2717.5701,0.9359,17.5098,69.3205,12820.4414,1.1115,nd,nd,47.1553,1.3909,46.0529,nd,2.2881,0.2724,0.3951,3.741,99.2628,0.0392,1.139,5.0935,515.9978,0.0576,nd,nd,2.5569,0.0488,6.7587,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:25:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2113,210,GF-10,1,3191.5847,304.4582,5.457,nd,1.9963,nd,107.4073,2550.4492,0.9702,18.8084,nd,82.9905,16339.8769,0.967363,nd,0.050137,63.7919,42.6791,1.9354,75.7397,194.4341,9.8633,0.2741,nd,0.1921,nd,4.7773,119.2613,0.0448,1.4293,nd,4.0523,910.7432,0.0454,nd,0.0025,4.0741,2.6558,0.0715,4.6938,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,77.9198,3.6178,1.1571,31.8972,1406.3725,0.679,11.6282,41.454,5907.8304,0.826,nd,nd,27.3918,1.016,40.7037,nd,2.4331,0.167,0.2343,3.0359,54.1132,0.0297,0.744,3.0962,241.6536,0.0481,nd,nd,1.2291,0.0356,6.4289,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:22:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2111,235,GF-08,1,3616.7733,145.4968,3.6453,nd,1.5096,nd,59.0412,4414.3997,0.8522,15.1237,nd,42.4401,13425.9045,1.556934,nd,0.082283,66.0168,23.2165,1.0955,68.7718,159.7763,4.7405,0.2478,nd,0.1971,nd,3.123,169.0202,0.0433,1.5873,nd,2.0908,656.5576,0.0657,nd,0.004,6.1738,1.4735,0.0502,4.1066,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,33.9077,4.1481,1.0414,26.8641,3639.7286,0.8174,10.725,30.6156,11598.4211,0.9183,0.0097,nd,23.4232,0.7637,24.3027,nd,1.1565,0.2136,0.0896,3.4356,136.6658,0.0294,0.6781,3.016,767.6688,0.0503,0.0032,nd,1.114,0.0333,5.3114,6,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2013-10-29T15:19:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2109,260,GF-06,1,2931.2395,316.0935,3.7422,nd,1.3185,nd,83.56,2527.9028,0.7049,14.0845,nd,49.9574,14734.6313,0.69917,nd,0.053065,53.3524,25.0712,1.2211,41.5362,192.9764,9.8549,0.2052,nd,0.175,nd,4.7397,115.4129,0.0424,1.317,nd,3.604,641.0399,0.0321,nd,0.0028,3.9975,1.5455,0.0501,4.0064,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,66.2567,3.6232,0.979,31.4585,1598.6314,0.5475,9.8624,30.519,7867.9678,0.6176,nd,nd,19.8932,0.7622,28.8431,nd,2.0722,0.2497,0.1371,3.1991,57.4994,0.0195,0.8398,3.0663,314.9501,0.0434,nd,nd,1.0503,0.0323,5.7306,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:16:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2107,300,GF-04,1,3038.2706,433.986,3.5707,nd,1.2925,nd,74.1808,2420.5136,0.7768,17.8773,nd,50.707,15056.7103,0.653184,nd,0.047324,60.7412,26.6834,1.3169,37.3977,159.4027,14.0153,0.2425,nd,0.191,nd,3.6885,85.3859,0.0385,1.4409,nd,3.6315,704.4148,0.031,nd,0.0029,7.3166,1.9052,0.0615,2.9394,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,72.1954,3.643,0.8687,29.4778,1415.6081,0.5542,11.0599,31.9265,10237.8579,0.5675,nd,nd,19.0373,0.7373,24.5443,nd,2.2598,0.1851,0.138,3.0032,65.7734,0.0208,0.7674,2.6876,371.9205,0.046,nd,nd,0.9938,0.03,5.9523,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:13:00.00Z,-12.0057,-79.1952
TN303,1,5,2013-10-29T14:53:00.00Z,2105,375,GF-02,1,2074.5642,237.8747,1.6665,nd,0.86,nd,55.7921,1189.8737,0.493,14.5283,nd,33.3147,6281.5547,0.457986,nd,0.04005,49.7532,15.8235,1.0427,34.5195,126.2068,8.1451,0.1696,nd,0.1875,nd,4.4399,46.6797,0.0293,1.6424,nd,3.2495,417.4172,0.0235,nd,0.0025,3.7657,1.2372,0.0513,3.2096,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,36.7094,1.6869,0.7739,24.5253,683.0698,0.432,11.2468,25.8146,5117.8954,0.4166,nd,nd,14.017,0.8145,20.1925,nd,1.2292,0.0707,0.1301,2.8856,26.8511,0.0143,0.5789,2.9953,214.2488,0.0387,nd,nd,0.926,0.0337,4.8631,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-29T15:09:00.00Z,-12.0057,-79.1952
TN303,1,14,2013-10-31T07:23:00.00Z,2239,375,GF-36,1,1522.279,258.9335,1.7886,nd,0.8109,nd,57.8261,1088.902,0.4831,6.3485,nd,34.8655,6546.9128,0.612405,nd,0.028143,44.9573,18.0645,0.9551,23.4948,88.7244,8.0013,0.1751,nd,0.1865,nd,2.7075,38.4747,0.0303,1.0817,nd,1.9003,385.4971,0.0277,nd,0.0015,3.1853,1.2474,0.0401,2.1609,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,63.0798,1.608,0.6001,20.7203,671.2359,0.3896,3.8925,19.9111,4581.5106,0.4095,nd,nd,15.8047,0.6418,26.3891,nd,2.0125,0.0837,0.0694,2.3512,28.4571,0.0165,0.5333,2.2375,219.2974,0.0328,nd,nd,0.7372,0.0271,4.7509,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-31T10:03:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2237,450,GF-30,1,1216.9786,367.8705,1.2757,nd,0.6761,nd,34.5058,797.8299,0.3309,13.0533,nd,27.0357,3508.6451,0.365165,nd,0.019386,27.3139,11.8394,0.8172,22.9513,97.6856,11.6114,0.1376,nd,0.1287,nd,2.2886,29.4364,0.0222,1.1569,nd,1.5375,317.6031,0.0202,nd,0.0016,2.6877,0.7809,0.0335,2.1159,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,36.0841,1.203,0.4799,8.9302,427.3096,0.2551,11.0034,16.1094,2769.4258,0.2722,nd,nd,9.2332,0.503,13.8257,nd,1.2265,0.0529,0.1125,2.1633,17.8466,0.0168,0.5254,1.7653,139.492,0.0301,nd,nd,0.426,0.027,3.9224,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-31T09:59:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2235,550,GF-28,2,1565.6424,273.903,1.0753,0.1913,0.5167,21.182,32.5888,1463.9299,0.2808,13.1183,0.1453,22.7719,2955.9569,1.003915,0.4245,0.026456,54.0734,13.427,0.7596,29.4261,80.8494,9.3682,0.0658,0.0109,0.0313,1.5659,3.6258,98.3525,0.0117,1.1087,0.0075,1.3391,146.6188,0.4311,0.1063,0.0022,2.7489,0.7658,0.0478,2.5445,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:55:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2233,675,GF-26,1,1830.0507,244.4045,1.1047,nd,0.5031,nd,30.2085,829.0617,0.2253,16.6339,nd,23.2091,3204.8927,0.310319,nd,0.023357,37.223,8.9278,0.5593,34.5851,95.2616,7.4738,0.1447,nd,0.1737,nd,2.9424,56.378,0.0226,1.19,nd,1.9836,304.5248,0.0167,nd,0.0018,4.7276,0.613,0.0275,2.6026,2,2,2,9,2,9,2,2,2,2,9,2,2,2,9,2,2,2,2,2,nd,38.4317,1.0634,0.3316,5.86,392.1072,0.1476,12.694,14.7211,1761.609,0.2579,nd,nd,5.1231,0.4262,21.1502,nd,1.225,0.0483,0.0375,2.207,16.7072,0.0117,0.7086,1.9402,137.2607,0.0313,nd,nd,0.3222,0.0254,4.1416,6,2,2,2,2,2,2,2,2,2,2,6,6,2,2,2,2,2013-10-31T09:50:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2231,800,GF-24,2,2182.6177,323.1013,1.3806,0.2765,0.6764,21.4207,32.7229,932.1273,0.3221,24.5034,0.1705,24.0104,2453.9696,1.189056,0.4447,0.036742,62.1262,10.7184,0.763,36.6324,132.7276,20.7688,0.1137,0.0204,0.0754,1.7981,4.1798,54.3185,0.0263,1.5845,0.012,1.2797,144.3087,0.4415,0.0981,0.0032,3.867,0.6976,0.048,3.3636,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:45:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2229,1000,GF-18,2,3076.7879,327.7054,1.1507,0.3689,0.6583,22.4996,41.7913,1151.6589,0.3516,38.3627,0.2155,23.8139,2858.2259,1.5098,0.511,0.055286,76.234,10.3272,0.7427,34.8272,294.503,11.4779,0.0701,0.018,0.0559,2.6204,6.1361,101.3176,0.0137,3.606,0.0112,2.2074,262.5704,0.4711,0.1178,0.0032,6.5767,0.9229,0.0608,4.3892,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:36:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2227,1200,GF-16,2,3564.5077,344.459,1.2361,0.431,0.6608,23.5279,41.4617,1219.4753,0.3688,58.2266,0.2182,24.3655,2709.0537,1.611764,0.59,0.045813,75.3795,11.0661,0.8109,31.9299,215.9116,24.851,0.0895,0.031,0.0482,1.762,4.355,84.008,0.0267,3.4233,0.017,1.6469,194.0065,0.4599,0.1077,0.0036,5.0682,0.6837,0.049,3.2176,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:31:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2225,1600,GF-10,2,8778.0827,366.6897,1.0536,0.9315,0.8862,25.9398,52.3681,2522.9998,0.7107,76.2185,0.5139,26.3665,2382.79,1.764602,1.0649,0.105162,171.709,16.8939,1.3146,2576.4582,362.8963,13.0999,0.0672,0.0375,0.0534,1.6296,4.0907,123.2261,0.0307,3.2172,0.018,1.1735,114.3797,0.4484,0.1123,0.0044,7.6668,0.7875,0.0664,102.3295,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:15:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2223,2000,GF-08,2,5450.2087,279.6425,0.4936,0.574,0.6956,22.0632,58.2099,1684.0355,0.4673,77.4262,0.3178,21.7202,1804.1934,0.697012,0.6785,0.062041,110.6807,13.257,0.9764,38.3512,251.1673,16.2229,0.0653,0.0325,0.0369,1.5757,4.2002,86.9446,0.0251,3.3759,0.0173,1.2463,82.9608,0.4388,0.1006,0.0036,5.0581,0.6798,0.0662,2.8855,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T09:04:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2221,2400,GF-06,2,10606.2739,368.9441,0.5212,0.8628,0.9213,28.9774,73.0776,3078.461,0.7129,97.593,0.4996,22.542,1913.7751,1.510141,1.1847,0.107227,163.7485,17.2375,1.3002,41.1318,819.6265,20.3243,0.0664,0.0508,0.083,2.8945,7.8133,276.0597,0.037,7.5092,0.028,1.8701,160.8229,0.4837,0.1413,0.006,14.3357,1.4839,0.0838,3.7155,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T08:49:00.00Z,-12.0053,-79.1953
TN303,1,14,2013-10-31T07:23:00.00Z,2219,2800,GF-04,2,6187.1223,292.9394,0.4648,0.7474,0.6586,22.6194,91.2765,2004.2899,0.5906,74.8088,0.4196,17.1544,1796.8811,1.340008,0.91,0.08206,134.5247,13.9089,1.1126,31.9955,332.6446,12.7044,0.0613,0.037,0.0446,2.1853,6.3996,110.9125,0.0294,5.0883,0.024,1.2482,120.2797,0.4541,0.1087,0.0041,6.0919,0.9623,0.1279,2.8964,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T08:38:00.00Z,-12.0053,-79.1953
TN303,1,1,2013-10-28T18:52:00.00Z,2070,3200,GF-36,2,6038.1981,261.3222,0.571,0.6638,0.7562,42.9776,99.6687,1969.0616,0.5536,82.2633,0.4083,23.6866,1735.7415,1.364691,0.822,0.077582,146.6208,12.1678,0.9328,46.3217,285.267,9.3304,0.0545,0.0284,0.0672,3.1643,5.3301,93.2025,0.0218,12.0519,0.0157,3.353,87.9544,0.4226,0.1014,0.0034,5.0979,0.4458,0.0703,3.5311,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-28T23:06:00.00Z,-12.0057,-79.1952
TN303,1,14,2013-10-31T07:23:00.00Z,2217,3200,GF-02,2,6267.4111,260.9992,0.435,0.6031,0.6106,18.8025,92.3944,2020.7099,0.5514,56.0973,0.3924,14.1802,1438.2649,1.266195,0.8727,0.07398,112.7124,11.7372,1.1009,30.231,217.6216,8.736,0.0563,0.0242,0.035,1.2645,5.4587,126.5271,0.0206,2.2817,0.0159,0.7489,64.1587,0.4731,0.1132,0.0034,3.9783,0.4276,0.0501,2.7245,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-31T08:25:00.00Z,-12.0053,-79.1953
TN303,1,1,2013-10-28T18:52:00.00Z,2068,3600,GF-30,2,7453.3813,237.8991,0.4908,0.7063,0.7189,19.3624,103.5081,2110.1693,0.636,68.8574,0.4706,12.9202,1496.0719,1.364181,0.9437,0.07944,151.4939,10.8604,1.0519,29.9641,608.1193,20.6165,0.0721,0.066,0.0562,2.0148,11.6676,180.0757,0.054,5.9842,0.0447,1.1626,143.8129,0.4304,0.1243,0.008,12.9259,0.8964,0.1496,3.5767,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-28T22:54:00.00Z,-12.0057,-79.1952
TN303,1,1,2013-10-28T18:52:00.00Z,2019,4000,GF-28,2,8202.2601,198.6429,0.4012,0.8669,0.7783,19.7963,77.4139,2296.5798,0.6666,138.8709,0.4869,11.1055,1631.0807,1.187795,1.0119,0.093708,152.5472,11.0891,0.9847,25.4621,314.3522,7.4943,0.0612,0.0368,0.0489,1.2117,4.8377,117.3882,0.0251,8.4733,0.0163,0.6842,70.6435,0.415,0.1053,0.0037,4.9289,0.4474,0.0394,2.3776,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2013-10-28T22:39:00.00Z,-12.0057,-79.1952
